Country Name,Country Code,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2018","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2019","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2020","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2021","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2022",Political Stability and Absence of Violence/Terrorism: Estimate_2018,Political Stability and Absence of Violence/Terrorism: Estimate_2019,Political Stability and Absence of Violence/Terrorism: Estimate_2020,Political Stability and Absence of Violence/Terrorism: Estimate_2021,Political Stability and Absence of Violence/Terrorism: Estimate_2022,Rule of Law: Estimate_2018,Rule of Law: Estimate_2019,Rule of Law: Estimate_2020,Rule of Law: Estimate_2021,Rule of Law: Estimate_2022,"Internally displaced persons, total displaced by conflict and violence (number of people)_2018","Internally displaced persons, total displaced by conflict and violence (number of people)_2019","Internally displaced persons, total displaced by conflict and violence (number of people)_2020","Internally displaced persons, total displaced by conflict and violence (number of people)_2021","Internally displaced persons, total displaced by conflict and violence (number of people)_2022","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2018","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2019","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2020","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2021","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2022",Refugee population by country or territory of asylum_2018,Refugee population by country or territory of asylum_2019,Refugee population by country or territory of asylum_2020,Refugee population by country or territory of asylum_2021,Refugee population by country or territory of asylum_2022,Voice and Accountability: Estimate_2018,Voice and Accountability: Estimate_2019,Voice and Accountability: Estimate_2020,Voice and Accountability: Estimate_2021,Voice and Accountability: Estimate_2022,Control of Corruption: Estimate_2018,Control of Corruption: Estimate_2019,Control of Corruption: Estimate_2020,Control of Corruption: Estimate_2021,Control of Corruption: Estimate_2022,Losses due to theft and vandalism (% of annual sales for affected firms)_2018,Losses due to theft and vandalism (% of annual sales for affected firms)_2019,Losses due to theft and vandalism (% of annual sales for affected firms)_2020,Losses due to theft and vandalism (% of annual sales for affected firms)_2021,Losses due to theft and vandalism (% of annual sales for affected firms)_2022,Government Effectiveness: Estimate_2018,Government Effectiveness: Estimate_2019,Government Effectiveness: Estimate_2020,Government Effectiveness: Estimate_2021,Government Effectiveness: Estimate_2022,Proportion of seats held by women in national parliaments (%)_2018,Proportion of seats held by women in national parliaments (%)_2019,Proportion of seats held by women in national parliaments (%)_2020,Proportion of seats held by women in national parliaments (%)_2021,Proportion of seats held by women in national parliaments (%)_2022,Net migration_2018,Net migration_2019,Net migration_2020,Net migration_2021,Net migration_2022
Turkiye,TUR,49.36875,58.21379310344827,61.3,25.3,58.16470588235295,-1.315165997,-1.3781358,-1.143863201,-1.13676095,-1.039865017,-0.390645027,-0.347564906,-0.420469642,-0.432599366,-0.458115965,1097000.0,1099000.0,1099000.0,1099000.0,1099000.0,40.130612244897954,34.9,68.1,55.1,54.6,3681688.0,3579531.0,3652362.0,3759817.0,3568259.0,-0.846058667,-0.834239602,-0.860568762,-0.859696805,-0.926607788,-0.351102501,-0.325625747,-0.361126631,-0.407550573,-0.467645317,8.4,2.5,0.6,6.0,61.9,-0.068363413,-0.020361032,-0.158615038,-0.118561924,-0.199029654,17.44966443,17.44966443,17.31748727,17.33333333,17.35395189,-261813.0,-218341.0,-80952.0,-69729.0,-301586.0
Turkmenistan,TKM,49.209375,59.3,61.3,25.3,59.38823529411765,-0.012979328,-0.178149864,-0.201663822,-0.332011014,-0.100280806,-1.464165211,-1.409512997,-1.399462342,-1.458507538,-1.492236853,830750.0,832250.0,824500.0,824650.0,825375.0,41.11224489795918,34.9,68.1,55.1,54.6,21.0,21.0,20.0,16.0,14.0,-2.152862072,-2.183922529,-2.028213263,-1.909995317,-1.944283485,-1.382211685,-1.393570781,-1.433779597,-1.439067125,-1.436773896,8.4,2.7,0.6,6.0,61.9,-1.089821935,-1.017627716,-1.023495197,-0.96206212,-1.158353686,24.8,25.0,25.0,25.0,25.86206897,-9614.0,-9612.0,-4502.0,-4503.0,-4000.0
Turks and Caicos Islands,TCA,49.05,59.3,61.3,25.3,60.61176470588236,0.6890147034999999,0.4967602864999999,0.5082677155,0.4678361270000001,0.5421257395,-0.4246075455,-0.4239141644999999,-0.3745408055000001,-0.367825091,-0.3398144845000002,564500.0,565500.0,550000.0,550300.0,551750.0,42.0938775510204,34.9,68.1,55.1,54.6,5.0,5.0,8.0,7.0,7.0,-0.5147126315000001,-0.4988041519999999,-0.4273934965000001,-0.3596829174999998,-0.3625138994999999,-0.6655084994999999,-0.503362596,-0.474510431,-0.3890753384999998,-0.3925100860000001,8.4,2.9,0.6,6.0,61.9,-0.8218983115,-0.7772216795,-0.7268464265,-0.6823343485,-0.7350141555,15.7333333335,15.625,15.625,15.625,16.056034484999998,1403.0,1358.0,682.0,682.0,200.0
Tuvalu,TUV,48.890625,59.3,61.3,25.3,61.83529411764707,1.391008735,1.171670437,1.218199253,1.267683268,1.184532285,0.61495012,0.561684668,0.650380731,0.722857356,0.812607884,298250.0,298750.0,275500.0,275950.0,278125.0,43.07551020408162,34.9,68.1,55.1,54.6,582825.5,679731.5,710570.5,764955.0,731765.0,1.123436809,1.186314225,1.17342627,1.190629482,1.219255686,0.051194686,0.386845589,0.484758735,0.660916448,0.651753724,8.4,3.1,0.6,6.0,61.9,-0.553974688,-0.536815643,-0.430197656,-0.402606577,-0.311674625,6.666666667,6.25,6.25,6.25,6.25,-57.0,-57.0,-15.0,-15.0,-60.0
Uganda,UGA,48.73125,59.3,61.3,25.3,63.05882352941177,-0.701724708,-0.694264531,-0.811034501,-0.937743247,-0.807034194,-0.321435153,-0.344945699,-0.347207844,-0.367464244,-0.383247644,32000.0,32000.0,1000.0,1600.0,4500.0,44.05714285714285,34.9,68.1,55.1,54.6,1165646.0,1359458.0,1421133.0,1529903.0,1463523.0,-0.680717766,-0.645076036,-0.712254167,-0.823601782,-0.804154873,-1.050883651,-1.176579237,-1.068075895,-1.030537486,-1.041796088,8.4,3.3,0.6,6.0,61.9,-0.692178011,-0.648771644,-0.616316557,-0.600183427,-0.583969176,34.29844098,34.8583878,34.8583878,33.81294964,33.81294964,60723.0,107203.0,43465.0,43465.0,-118846.0
Ukraine,UKR,48.571875,59.3,61.3,25.3,64.28235294117647,-1.872089386,-1.428326726,-1.16391623,-1.126953006,-1.997604966,-0.759869158,-0.744596004,-0.712013125,-0.681360543,-0.918780208,800000.0,730000.0,734000.0,854000.0,5914000.0,45.03877551020408,34.9,68.1,55.1,54.6,2606.0,2166.0,2249.0,2382.0,2520.0,-0.030444134,0.023167791,0.089292645,0.071094915,-0.024807706,-0.921201885,-0.800242603,-0.831856072,-0.786468089,-0.633566201,8.4,3.5,0.6,6.0,61.9,-0.459502161,-0.334168434,-0.410013139,-0.438858986,-0.496294171,12.29314421,20.51886792,20.80378251,20.80378251,20.33096927,-33273.0,-7812.0,-2173.0,831.0,-6673580.0
United Arab Emirates,ARE,48.4125,59.3,61.3,25.3,65.50588235294119,0.689086735,0.667445123,0.592546582,0.597461224,0.700785339,0.77433306,0.80805707,0.876260638,0.799450576,0.836642742,743800.0,681300.0,673700.0,769800.0,5323800.0,46.0204081632653,34.9,68.1,55.1,54.6,1167.0,1242.0,1315.0,1355.0,1399.0,-1.122703671,-1.139809847,-1.178244114,-1.191664577,-1.127252579,1.11653626,1.07211113,1.082543731,1.150143266,1.155336499,8.4,4.16,0.6,6.0,61.9,1.426256657,1.380316019,1.285744786,1.365930557,1.299962282,22.5,50.0,50.0,50.0,50.0,-8582.0,-4466.0,-2762.0,-2762.0,0.0
United Kingdom,GBR,48.253125,59.3,61.3,25.3,66.72941176470589,0.077564575,0.52747041,0.481457025,0.489892125,0.503939092,1.60294652,1.569445848,1.462932229,1.396580219,1.415491223,687600.0,632600.0,613400.0,685600.0,4733600.0,47.00204081632653,34.9,68.1,55.1,54.6,126708.0,133083.0,132304.0,137078.0,328989.0,1.381677747,1.262765646,1.231142163,1.264684796,1.232192636,1.806572199,1.748772383,1.660060406,1.640929222,1.620156169,8.4,4.82,0.6,6.0,61.9,1.361689329,1.449907899,1.332666636,1.241773725,1.238634825,32.15384615,32.0,33.84615385,34.25925926,34.56790123,230577.0,221179.0,211063.0,202027.0,165790.0
United States,USA,48.09375,59.3,61.3,25.3,67.9529411764706,0.386042565,0.117876664,-0.026929064,-0.014877876,-0.036005028,1.475686669,1.42403543,1.335382342,1.390642166,1.371688485,631400.0,583900.0,553100.0,601400.0,4143400.0,47.98367346938775,34.9,68.1,55.1,54.6,313242.0,341715.0,340846.0,339179.0,363059.0,0.995731652,0.905322194,0.855865717,0.878146708,0.845121861,1.292678237,1.180732846,1.038217425,1.019727945,1.104258776,8.4,5.48,0.6,6.0,61.9,1.537041306,1.453559041,1.275138259,1.299519777,1.255993128,23.50230415,23.43387471,27.46478873,27.64976959,28.7037037,1200796.0,1158444.0,675560.0,561580.0,998540.0
Uruguay,URY,47.934375,59.3,61.3,25.3,69.1764705882353,1.023943424,1.028179169,1.054884791,1.045823932,1.095464587,0.570794284,0.60366255,0.648838937,0.698169112,0.76768893,575200.0,535200.0,492800.0,517200.0,3553200.0,48.96530612244898,34.9,68.1,55.1,54.6,379.0,498.0,664.0,877.0,1115.0,1.190863371,1.225199938,1.307273865,1.287000179,1.280333877,1.207342386,1.195403099,1.364934325,1.586253524,1.610527992,8.4,6.14,0.6,6.0,61.9,0.5050174,0.643163443,0.730151117,0.799935341,0.849962711,20.2020202,19.19191919,21.21212121,24.24242424,25.25252525,-2963.0,-2902.0,-1486.0,-1486.0,-1500.0
Uzbekistan,UZB,47.775,59.3,61.3,25.3,70.4,-0.304469526,-0.29666546,-0.436710477,-0.252974153,-0.19621487,-1.098129988,-1.081380248,-1.112733006,-0.92204082,-0.854107201,519000.0,486500.0,432500.0,433000.0,2963000.0,49.946938775510205,34.9,68.1,55.1,54.6,13.0,13.0,13.0,13032.0,13026.0,-1.627289057,-1.652378082,-1.531675935,-1.397611976,-1.330252051,-1.082399607,-1.046891451,-1.072816968,-0.82933104,-0.757623434,8.4,6.8,0.6,6.0,61.9,-0.617031217,-0.600062251,-0.616107643,-0.266173691,-0.329515904,16.0,16.0,32.0,32.65306122,33.33333333,-60066.0,-69397.0,-39203.0,-39201.0,-19999.0
Vanuatu,VUT,47.615625,59.3,61.3,25.3,70.4,0.802380979,1.00210762,0.882424951,0.900379121,0.9496755,0.391720504,0.210106045,0.297599733,0.447897673,0.32061547,462800.0,437800.0,372200.0,348800.0,2372800.0,50.928571428571416,34.9,68.1,55.1,54.6,33648.0,33881.0,34051.0,26180.0,21183.5,0.516633987,0.638392389,0.647277474,0.71786654,0.709754884,-0.18430163,-0.284158379,-0.169316709,-0.039865486,-0.028940963,8.4,6.94,0.6,6.0,61.9,-0.461503237,-0.517501175,-0.382833213,-0.550469279,-0.536280394,0.0,0.0,0.0,0.0,1.923076923,-403.0,-403.0,-197.0,-197.0,0.0
"Venezuela, RB",VEN,47.45625,59.3,61.3,25.3,70.4,-1.351442456,-1.539181471,-1.55198741,-1.45388782,-1.256462216,-2.265742064,-2.259727001,-2.333315134,-2.299958467,-2.197214365,406600.0,389100.0,311900.0,264600.0,1782600.0,51.91020408163264,34.9,68.1,55.1,54.6,67283.0,67749.0,68089.0,39328.0,29341.0,-1.438990951,-1.430316448,-1.51525104,-1.617523909,-1.533925533,-1.512037516,-1.527598858,-1.576018214,-1.622491598,-1.651136756,8.4,7.08,0.6,6.0,61.9,-1.671357036,-1.72234714,-1.889065027,-1.874471903,-1.688180923,22.15568862,22.15568862,22.15568862,22.15568862,16.0917989815,-1356759.0,-976460.0,-525142.0,-525116.0,297713.0
Viet Nam,VNM,47.296875,59.3,61.3,25.3,70.4,0.032742601,0.03891024,-0.038535811,-0.118189707,-0.030564662,-0.035344757,-0.050218094,-0.18871294,-0.171954915,-0.158443406,350400.0,340400.0,251600.0,180400.0,1192400.0,52.89183673469387,34.9,68.1,55.1,54.6,800771.0,818190.3333333334,828140.3333333334,826288.0,837646.6666666666,-1.471340656,-1.405332088,-1.377459168,-1.309683919,-1.288703442,-0.511549294,-0.545818031,-0.373947054,-0.307860315,-0.287282676,8.4,7.22,0.6,6.0,61.9,-0.011732372,0.02798323,0.193606421,0.243394658,0.175490797,26.72064777,26.72064777,26.72064777,30.26052104,30.26052104,-3080.0,-4028.0,-2016.0,-992.0,-82700.0
Virgin Islands (U.S.),VIR,47.1375,59.3,61.3,25.3,70.4,0.955986977,1.051399589,1.00336504,0.476192206,0.563698709,1.056800961,1.026434422,0.87100625,0.887287676,0.956785858,294200.0,291700.0,191300.0,96200.0,602200.0,53.87346938775509,34.9,68.1,55.1,54.6,1534259.0,1568631.6666666667,1588191.6666666667,1613248.0,1645952.3333333333,-1.193661004,-1.215973794,-1.253865361,-1.209875405,-1.1625983715,0.577421665,0.572474778,-0.001066196,-0.003729008,-0.005950079,8.4,7.36,0.6,6.0,61.9,0.774844706,0.762488246,0.632899344,0.639231384,0.667918146,25.84639127,26.02596641,26.34057557333333,28.88316843,28.996220493333333,-458.0,-458.0,0.0,-224.0,-450.0
West Bank and Gaza,PSE,46.978125,59.3,61.3,25.3,70.4,-1.804794073,-1.88934803,-2.01818037,-1.836833954,-1.817886233,-0.503634155,-0.504966557,-0.474753052,-0.511383533,-0.552935243,238000.0,243000.0,131000.0,12000.0,12000.0,54.85510204081632,34.9,68.1,55.1,54.6,2267747.0,2319073.0,2348243.0,2400208.0,2454258.0,-0.915981352,-1.0266155,-1.130271554,-1.110066891,-1.036493301,-0.226567179,-0.354413301,-0.57803303,-0.761419833,-0.702682197,8.4,7.5,0.6,6.0,61.9,-0.791828454,-0.775189698,-0.676648796,-0.795561016,-0.900952578,24.97213477,25.33128505,25.96050337666667,27.50581582,27.731919946666668,-25137.0,-24737.0,-12369.0,-12369.0,-5000.0
World,WLD,46.81875,59.3,61.3,25.3,70.4,-2.4004125595000003,-2.3301109075,-2.3329133985,-2.2085717915,-2.1473832725,-1.1552425325,-1.147818655,-1.1254231485,-1.15713948,-1.201301098,1281000.0,1939000.0,1883000.0,2150500.0,2267500.0,55.836734693877546,34.9,68.1,55.1,54.6,25905091.0,26044498.0,26365367.0,27120192.0,35316431.0,-1.3378728925,-1.403351545,-1.4471518395,-1.3954986335,-1.327554464,-0.9424665125,-1.0335232765,-1.144724101,-1.214829594,-1.1911201775,8.4,6.4,0.6,6.0,61.9,-1.532782823,-1.5522811710000002,-1.5192893445000002,-1.5600410404999998,-1.5667470695,24.09787827,24.63660369,25.58043118,26.12846321,26.4676194,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep.",YEM,46.659375,59.3,61.3,25.3,70.4,-2.996031046,-2.770873785,-2.647646427,-2.580309629,-2.476880312,-1.80685091,-1.790670753,-1.776093245,-1.802895427,-1.849666953,2324000.0,3635000.0,3635000.0,4289000.0,4523000.0,56.81836734693877,34.9,68.1,55.1,54.6,264359.0,268503.0,166906.0,89467.0,77458.0,-1.759764433,-1.78008759,-1.764032125,-1.680930376,-1.618615627,-1.658365846,-1.712633252,-1.711415172,-1.668239355,-1.679558158,8.4,5.300000000000001,0.6,6.0,61.9,-2.273737192,-2.329372644,-2.361929893,-2.324521065,-2.232541561,0.0,0.332225914,0.332225914,0.0,0.0,-39699.0,-39769.0,-86100.0,-101468.0,-29998.0
Zambia,ZMB,46.5,59.3,61.3,25.3,70.4,0.082525499,-0.11702957,-0.131005377,0.052347746,0.102313563,-0.35820049,-0.474514842,-0.648182869,-0.607837975,-0.519154012,2324000.0,3635000.0,3635000.0,4289000.0,4523000.0,57.8,34.9,68.1,55.1,54.6,49877.0,57518.0,66070.0,75154.0,61159.0,-0.336164176,-0.309619904,-0.428918958,-0.369447887,-0.089141272,-0.678601682,-0.673917532,-0.733920753,-0.759727836,-0.529199839,8.4,4.2,0.6,6.0,61.9,-0.65343219,-0.741947412,-0.824801385,-0.841101825,-0.658232749,17.96407186,17.96407186,16.76646707,15.06024096,15.06024096,18019.0,18019.0,9015.0,9015.0,-5000.0
Zimbabwe,ZWE,46.5,59.3,61.3,25.3,70.4,-0.721038401,-0.943286121,-1.052728176,-0.954425931,-0.884499907,-1.292463303,-1.303515315,-1.329611182,-1.277201533,-1.236283779,2324000.0,3635000.0,3635000.0,4289000.0,4523000.0,57.8,34.9,68.1,55.1,54.6,7795.0,8956.0,9261.0,9483.0,10475.0,-1.136797905,-1.16366899,-1.113407969,-1.135829687,-1.102205515,-1.246000648,-1.271190286,-1.287992358,-1.253550053,-1.25513947,8.4,4.2,0.6,6.0,61.9,-1.297905803,-1.319773555,-1.355725765,-1.304816842,-1.254612923,31.48148148,31.85185185,31.85185185,31.85185185,30.56603774,-59918.0,-59918.0,-29955.0,-25005.0,-9999.0
