Country Name,Country Code,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2018","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2019","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2020","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2021","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2022",Political Stability and Absence of Violence/Terrorism: Estimate_2018,Political Stability and Absence of Violence/Terrorism: Estimate_2019,Political Stability and Absence of Violence/Terrorism: Estimate_2020,Political Stability and Absence of Violence/Terrorism: Estimate_2021,Political Stability and Absence of Violence/Terrorism: Estimate_2022,Rule of Law: Estimate_2018,Rule of Law: Estimate_2019,Rule of Law: Estimate_2020,Rule of Law: Estimate_2021,Rule of Law: Estimate_2022,"Internally displaced persons, total displaced by conflict and violence (number of people)_2018","Internally displaced persons, total displaced by conflict and violence (number of people)_2019","Internally displaced persons, total displaced by conflict and violence (number of people)_2020","Internally displaced persons, total displaced by conflict and violence (number of people)_2021","Internally displaced persons, total displaced by conflict and violence (number of people)_2022","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2018","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2019","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2020","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2021","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2022",Refugee population by country or territory of asylum_2018,Refugee population by country or territory of asylum_2019,Refugee population by country or territory of asylum_2020,Refugee population by country or territory of asylum_2021,Refugee population by country or territory of asylum_2022,Voice and Accountability: Estimate_2018,Voice and Accountability: Estimate_2019,Voice and Accountability: Estimate_2020,Voice and Accountability: Estimate_2021,Voice and Accountability: Estimate_2022,Control of Corruption: Estimate_2018,Control of Corruption: Estimate_2019,Control of Corruption: Estimate_2020,Control of Corruption: Estimate_2021,Control of Corruption: Estimate_2022,Losses due to theft and vandalism (% of annual sales for affected firms)_2018,Losses due to theft and vandalism (% of annual sales for affected firms)_2019,Losses due to theft and vandalism (% of annual sales for affected firms)_2020,Losses due to theft and vandalism (% of annual sales for affected firms)_2021,Losses due to theft and vandalism (% of annual sales for affected firms)_2022,Government Effectiveness: Estimate_2018,Government Effectiveness: Estimate_2019,Government Effectiveness: Estimate_2020,Government Effectiveness: Estimate_2021,Government Effectiveness: Estimate_2022,Proportion of seats held by women in national parliaments (%)_2018,Proportion of seats held by women in national parliaments (%)_2019,Proportion of seats held by women in national parliaments (%)_2020,Proportion of seats held by women in national parliaments (%)_2021,Proportion of seats held by women in national parliaments (%)_2022,Net migration_2018,Net migration_2019,Net migration_2020,Net migration_2021,Net migration_2022
Montenegro,MNE,60.53846153846154,,71.84545454545454,25.3,62.95675675675676,0.037592556,0.058016822,-0.061226465,-0.052502058,-0.059176981,0.00317245,-0.006880668,-0.039458431,-0.083548173,-0.125401407,107428.57142857142,167000.0,584857.1428571428,633285.7142857143,846000.0,20.9,,68.64,55.1,50.78378378378378,727.0,653.0,166.0,175.0,32438.0,0.061907254,0.024055177,0.041489806,0.168784514,0.272411823,-0.014548845,-0.029848279,-0.042974085,-0.043420643,-0.118264787,7.561538461538461,0.9,1.0347826086956522,1.4339622641509435,9.196774193548388,0.090690002,0.106615715,-0.106561251,-0.029933952,-0.027014989,23.45679012,28.39506173,22.22222222,24.69135802,27.16049383,-2024.0,-1636.0,-1326.0,-101.0,-480.0
Morocco,MAR,57.87692307692308,,71.4939393939394,25.3,62.8972972972973,-0.348556757,-0.345829725,-0.359539151,-0.402591288,-0.319889188,-0.248697802,-0.236701235,-0.188088924,-0.245559037,-0.197303429,60714.28571428568,131000.0,630428.5714285714,684142.8571428572,938000.0,21.950000000000003,,68.622,55.1,50.28648648648648,5932.0,6642.0,6505.0,7272.0,7907.0,-0.675675571,-0.624412835,-0.595822215,-0.604895234,-0.560848236,-0.289577842,-0.335644424,-0.412526339,-0.420962542,-0.357442886,7.780769230769231,11.1,0.9869565217391304,1.439622641509434,9.03225806451613,-0.349293292,-0.251563817,-0.188582316,-0.173474416,-0.131649643,20.50632911,20.50632911,20.50632911,22.78481013,24.05063291,-89007.0,-91959.0,-33807.0,-46242.0,-39998.0
Mozambique,MOZ,55.215384615384615,,71.14242424242424,25.3,62.83783783783784,-0.833329558,-0.766716242,-1.281614184,-1.259354234,-1.287969947,-1.067342639,-1.056031585,-1.061634064,-1.041041493,-1.021475792,14000.0,95000.0,676000.0,735000.0,1030000.0,23.0,,68.604,55.1,49.78918918918919,4910.0,4713.0,4757.0,4797.0,4992.0,-0.484441161,-0.540491521,-0.591020644,-0.608309329,-0.606529355,-0.808722258,-0.858943164,-0.774722815,-0.818972707,-0.836388111,8.0,10.341666666666669,0.9391304347826088,1.4452830188679244,8.86774193548387,-0.960750163,-0.888383806,-0.769691467,-0.754338086,-0.714270294,39.6,41.2,42.4,42.4,42.4,-12765.0,-17639.0,11745.0,-9515.0,-5000.0
Myanmar,MMR,52.55384615384615,,70.7909090909091,25.3,62.77837837837838,-1.266946793,-1.330458999,-1.511704564,-2.083969355,-2.21174264,-1.043103933,-1.078514218,-1.194724917,-1.467987776,-1.528553843,401000.0,457000.0,505000.0,649000.0,1498000.0,24.05,,68.586,55.1,49.29189189189189,3652.0,3947.5,4167.5,4265.0,4838.5,-0.900316596,-0.857177436,-0.939285517,-1.657949448,-1.809049726,-0.612783849,-0.64523077,-0.680532873,-1.048076868,-1.15162313,8.007692307692308,9.583333333333332,0.8913043478260869,1.450943396226415,8.703225806451613,-1.091225863,-1.185321569,-1.01391089,-1.412397742,-1.684041023,10.16166282,11.31639723,16.82539683,15.29411765,43.315384615,-114634.0,-100810.0,-66228.0,-35382.0,-34998.0
Namibia,NAM,49.892307692307696,,70.43939393939394,25.3,62.71891891891892,0.684950054,0.528806627,0.512376428,0.518684864,0.556306064,0.329466939,0.364460111,0.33342573,0.336586386,0.404543519,370375.0,424250.0,404028.0,519230.0,1198430.0,25.1,,68.568,55.1,48.79459459459459,2394.0,3182.0,3578.0,3733.0,4685.0,0.466437668,0.513285995,0.557084858,0.564386964,0.561278462,0.307371318,0.327528208,0.284111679,0.236004293,0.215328231,8.015384615384615,8.825,0.8434782608695652,1.4566037735849058,8.538709677419355,0.113843136,0.094727769,0.041973423,0.027060146,0.039499521,46.15384615,42.70833333,43.26923077,44.23076923,44.23076923,-8596.0,-8596.0,-4301.0,-4301.0,-4061.0
Nauru,NRU,47.23076923076923,,70.0878787878788,25.3,62.65945945945946,0.944292486,0.792732,0.776040912,0.787112117,0.880902827,-0.062070485,-0.134759158,-0.103149951,-0.074264668,-0.023583662,339750.0,391500.0,303056.0,389460.0,898860.0,26.15,,68.55,55.1,48.29729729729729,964.0,755.0,1074.0,953.0,45.0,0.479215205,0.471858948,0.535820067,0.488589078,0.618146777,0.509996653,0.52951771,0.599186838,0.604154706,0.601521969,8.023076923076923,8.066666666666666,0.7956521739130435,1.4622641509433962,8.374193548387098,0.27303493,-0.003791548,0.145206913,0.098289661,0.1999854,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,-39.0,-107.0,-68.0,-66.0,-140.0
Nepal,NPL,44.56923076923077,,69.73636363636363,25.3,62.6,-0.542416573,-0.452942908,-0.180229142,-0.188807815,-0.251907498,-0.491404861,-0.553631186,-0.512035429,-0.48886165,-0.448678464,309125.0,358750.0,202084.0,259690.0,599290.0,27.200000000000003,,68.532,55.1,47.8,20804.0,19570.0,19555.0,19574.0,19560.0,-0.129691318,-0.150054276,-0.084038779,-0.084464759,-0.0491594,-0.688618004,-0.69104737,-0.598265946,-0.556139708,-0.532641351,8.03076923076923,7.308333333333334,0.7478260869565216,1.467924528301887,8.20967741935484,-0.954992533,-1.092552066,-0.985539317,-0.931248367,-0.917344749,32.72727273,32.72727273,32.72727273,32.72727273,33.09090909,-81130.0,-70597.0,306664.0,296541.0,-62012.0
Netherlands,NLD,41.90769230769231,,69.38484848484849,25.3,63.75882352941176,0.838097334,0.821221173,0.830863893,0.892923951,0.717304826,1.744731426,1.7351408,1.708140492,1.698805094,1.657425642,278500.0,326000.0,101112.0,129920.0,299720.0,28.25,,68.514,55.1,49.976470588235294,101824.0,94417.0,95897.0,99585.0,237368.0,1.499294758,1.483401299,1.519863963,1.490229368,1.541864872,1.888952136,1.867802143,2.000247002,2.004626274,1.9171803,8.038461538461538,6.55,0.7,1.4735849056603774,8.045161290322582,1.809711099,1.76726532,1.805714965,1.727059245,1.579469323,36.0,31.33333333,33.33333333,39.33333333,40.66666667,60758.0,60266.0,58816.0,57439.0,29998.0
New Caledonia,NCL,39.246153846153845,,69.03333333333333,25.3,64.91764705882353,1.1751291155,1.118485302,1.1493211685,1.1440801025,1.014843583,1.789226353,1.7894025445,1.773428738,1.7403247955,1.69461143,247875.0,293250.0,140.0,150.0,150.0,29.300000000000004,,68.496,55.1,52.15294117647058,51684.5,48063.0,48822.5,50689.5,119579.5,1.5517308115,1.510260642,1.5578392145,1.5419380070000002,1.590768099,2.011991799,1.9994159935,2.058694601,2.0873908995,2.0402572155,8.046153846153846,5.791666666666666,0.9710526315789474,1.479245283018868,7.880645161290323,1.7192738655,1.6999338865,1.6723555925,1.5169770715,1.460000634,37.166666665,36.08333333,40.83333333,44.25,45.54341737,-2386.0,-2336.0,-1182.0,-1182.0,500.0
New Zealand,NZL,36.58461538461538,,68.68181818181819,25.3,66.0764705882353,1.512160897,1.415749431,1.467778444,1.395236254,1.31238234,1.83372128,1.843664289,1.838716984,1.781844497,1.731797218,217250.0,260500.0,108.5,625.0,625.0,30.35,,68.478,55.1,54.32941176470588,1545.0,1709.0,1748.0,1794.0,1791.0,1.604166865,1.537119985,1.595814466,1.593646646,1.639671326,2.135031462,2.131029844,2.1171422,2.170155525,2.163334131,8.053846153846154,5.033333333333333,1.2421052631578946,1.4849056603773585,7.716129032258065,1.628836632,1.632602453,1.53899622,1.306894898,1.340531945,38.33333333,40.83333333,48.33333333,49.16666667,50.42016807,80419.0,103392.0,38220.0,38220.0,12999.0
Nicaragua,NIC,33.92307692307692,,68.33030303030303,25.3,67.23529411764706,-0.950931132,-0.992481053,-0.585725188,-0.471998215,-0.348428488,-1.078683734,-1.201523185,-1.19912231,-1.365254283,-1.309880257,186625.0,227750.0,77.0,1100.0,1100.0,31.4,,68.46,55.1,56.50588235294117,321.0,322.0,311.0,313.0,312.0,-1.099699974,-1.097966552,-1.097549915,-1.285422087,-1.34889102,-1.023826838,-1.032059431,-1.180143833,-1.25470376,-1.287311792,8.061538461538461,4.275,1.513157894736842,1.490566037735849,7.551612903225807,-0.812270463,-0.777345121,-0.67947191,-0.884373903,-1.035816312,45.65217391,44.56521739,47.25274725,50.54945055,51.64835165,-20739.0,-19733.0,-10384.0,-10384.0,-8000.0
Niger,NER,31.26153846153846,,67.97878787878788,25.3,68.39411764705882,-1.358237863,-1.404958606,-1.667164683,-1.53848505,-1.472179294,-0.605169058,-0.558125436,-0.576169431,-0.428103358,-0.484884024,156000.0,195000.0,257000.0,224000.0,372000.0,32.45,,68.442,55.1,58.68235294117647,175413.0,179997.0,233293.0,249945.0,255307.0,-0.598497689,-0.581456244,-0.493436366,-0.392591,-0.381765068,-0.592441618,-0.570193112,-0.665765345,-0.582625091,-0.585803986,8.069230769230769,3.5166666666666666,1.7842105263157897,1.4962264150943396,7.387096774193549,-0.827720761,-0.840419888,-0.661067367,-0.643896759,-0.639215767,16.95906433,16.95906433,16.95906433,25.90361446,25.90361446,-3816.0,-15787.0,-4403.0,-4405.0,1000.0
Nigeria,NGA,28.6,,67.62727272727273,25.3,69.55294117647058,-2.097414255,-1.933071136,-1.891961455,-1.787299275,-1.798141479,-0.917747617,-0.938902915,-0.842660069,-0.870013237,-0.913734317,2243000.0,2583000.0,2730000.0,3228000.0,3646000.0,33.5,,68.42399999999999,55.1,60.858823529411765,34727.0,54157.0,66056.0,77132.0,91275.0,-0.424289912,-0.434002042,-0.581014395,-0.637754738,-0.595210969,-1.083567619,-1.115130424,-1.120857596,-1.103256702,-1.101030469,8.076923076923077,2.758333333333333,2.055263157894737,1.5018867924528303,7.222580645161291,-1.118224621,-1.213328958,-1.144238591,-1.027819872,-1.035123467,5.555555556,3.38028169,7.222222222,3.611111111,3.611111111,-81384.0,-103989.0,-4824.0,-76364.0,-59996.0
North Macedonia,MKD,29.18,88.1,67.27575757575758,25.3,70.71176470588236,-0.211983711,0.008093261,0.112023413,0.062417198,0.117590658,-0.307711989,-0.305708945,-0.10571564,-0.099911168,-0.09628012,140.0,140.0,140.0,110.0,110.0,33.96,,68.40599999999999,55.1,63.035294117647055,413.0,354.0,303.0,292.0,7065.0,-0.025981188,-0.019215655,0.055813737,0.135947868,0.159953982,-0.392472923,-0.456622541,-0.493940473,-0.374614269,-0.323431134,8.084615384615384,2.0,2.326315789473684,1.5075471698113208,7.058064516129033,0.055876434,-0.123897232,0.028337197,-0.121169299,-0.081071496,38.33333333,39.16666667,39.16666667,41.66666667,41.66666667,-1000.0,-987.0,-486.0,-486.0,-1000.0
Northern Mariana Islands,MNP,29.76,88.45217391304347,66.92424242424242,25.3,71.87058823529412,0.4543261374999999,0.575039875,0.666771084,0.575446153,0.489274498,0.8072378485,0.8176943954999999,0.9128677805,0.904134713,0.8329456935,29355.0,26355.0,25105.0,26082.5,4582.5,34.42,,68.38799999999999,55.1,65.21176470588235,28708.5,27118.0,24978.0,23167.0,41188.0,0.8412815929999999,0.8169278145,0.8876275755,0.937067829,0.9674111755,0.8288220465000002,0.7886066735000001,0.7859566804999999,0.8670469369999998,0.8721646670000001,8.092307692307692,2.1272727272727274,2.5973684210526318,1.5132075471698112,6.893548387096775,0.950519234,0.8519431765,0.9582618855,0.8383911995000001,0.930554569,39.876725835,39.99753452,40.293392505,43.318540435,43.318540435,-817.0,-806.0,-431.0,-431.0,-50.0
Norway,NOR,30.34,88.80434782608695,66.57272727272728,25.3,73.02941176470588,1.120635986,1.141986489,1.221518755,1.088475108,0.860958338,1.922187686,1.941097736,1.931451201,1.908180594,1.762171507,58570.0,52570.0,50070.0,52055.0,9055.0,34.879999999999995,,68.36999999999999,55.1,67.38823529411764,57004.0,53882.0,49653.0,46042.0,75311.0,1.708544374,1.653071284,1.719441414,1.73818779,1.774868369,2.050117016,2.033835888,2.065853834,2.108708143,2.067760468,8.1,2.2545454545454544,2.8684210526315788,1.518867924528302,6.7290322580645165,1.845162034,1.827783585,1.888186574,1.797951698,1.942180634,41.42011834,40.82840237,41.42011834,44.9704142,44.9704142,18388.0,25564.0,10756.0,10604.0,27998.0
Oman,OMN,30.92,89.15652173913043,66.22121212121212,25.3,74.18823529411765,0.642036438,0.589168727,0.419728547,0.431887984,0.529911399,0.436154455,0.527046025,0.592665195,0.383883685,0.500481188,87785.0,78785.0,75035.0,78027.5,13527.5,35.34,,68.35199999999999,55.1,69.56470588235294,310.0,308.0,308.0,295.0,295.0,-1.039815903,-1.153973699,-1.144659162,-1.191878557,-1.147820354,0.215245456,0.421542645,0.203061417,0.062168915,0.052399512,8.107692307692307,2.381818181818182,3.139473684210526,1.5245283018867926,6.564516129032259,0.126958504,0.206465542,0.104687065,-0.155156836,0.022041289,1.176470588,2.325581395,2.325581395,2.325581395,2.325581395,-51177.0,-106864.0,-164408.0,-20664.0,0.0
Pakistan,PAK,31.5,89.50869565217391,65.86969696969697,25.3,75.34705882352941,-2.253884554,-2.251637459,-1.792646289,-1.713656187,-1.900261998,-0.68372798,-0.688234627,-0.712482035,-0.658457339,-0.672492206,117000.0,105000.0,100000.0,104000.0,18000.0,35.8,,68.33399999999999,55.1,71.74117647058823,1404008.0,1419596.0,1438940.0,1491070.0,1743785.0,-0.813987374,-0.862723053,-0.877666116,-0.841158211,-0.862237751,-0.80138731,-0.879330099,-0.85676223,-0.809737384,-0.804032683,8.115384615384615,2.509090909090909,3.4105263157894736,1.530188679245283,6.4,-0.666681349,-0.718147814,-0.570837259,-0.438364118,-0.623640716,20.23460411,20.23460411,20.1754386,20.1754386,20.46783626,-1309609.0,-1177218.0,-588736.0,-471395.0,-165988.0
Palau,PLW,39.9,89.86086956521739,65.51818181818182,25.3,76.50588235294117,1.194799542,1.171670437,1.166012168,1.172233224,1.096862912,1.001824379,0.782942474,0.685480654,0.714702249,0.952804446,82000.0,74666.66666666667,71333.33333333333,77333.33333333333,40333.33333333333,44.4,,68.316,55.1,73.91764705882352,703254.5,711066.0,720751.0,746806.0,873180.5,1.123436809,1.063780069,1.078569651,1.048508406,1.064814568,0.509996653,0.52951771,0.599186838,0.604154706,0.601521969,8.123076923076923,2.636363636363636,3.681578947368421,1.5358490566037737,9.66470588235294,0.232958704,0.227962121,0.386291534,0.370898455,0.449828535,12.5,12.5,6.25,6.25,6.25,8.0,8.0,7.0,3.0,-20.0
Panama,PAN,48.3,90.21304347826089,65.16666666666667,25.3,77.66470588235293,0.252037287,0.290878117,0.235460699,0.307120055,0.297832072,-0.159152254,-0.192042068,-0.285406232,-0.2686961,-0.360025138,47000.0,44333.333333333336,42666.66666666666,50666.66666666666,62666.66666666666,53.0,,68.298,55.1,76.09411764705882,2501.0,2536.0,2562.0,2542.0,2576.0,0.558176339,0.599114895,0.574825227,0.542196512,0.53858304,-0.610022247,-0.643557012,-0.584034085,-0.591235816,-0.634607255,8.13076923076923,2.763636363636364,3.952631578947369,1.541509433962264,12.929411764705884,0.012690499,0.099935658,0.16477868,0.124233782,-0.127450809,18.30985915,21.12676056,22.53521127,22.53521127,22.53521127,11130.0,10623.0,5473.0,5473.0,7967.0
Papua New Guinea,PNG,56.7,90.56521739130434,64.81515151515151,25.3,78.8235294117647,-0.656307817,-0.705046415,-0.653707087,-0.576708913,-0.609061778,-0.764962137,-0.800446093,-0.711277246,-0.751807809,-0.616135001,12000.0,14000.0,14000.0,24000.0,85000.0,61.6,,68.28,55.1,78.27058823529411,10022.0,9698.0,10781.0,11839.0,10524.0,0.063563302,0.094208039,0.033630703,0.030243371,-0.014180064,-0.868210077,-1.002332568,-0.596712232,-0.770218611,-0.696246028,8.138461538461538,2.8909090909090907,4.223684210526316,1.5471698113207548,16.194117647058825,-0.65572989,-0.79249388,-0.827988863,-0.886141121,-0.807290256,0.0,0.0,0.0,0.0,1.739130435,24688.0,22977.0,10695.0,10695.0,-800.0
Paraguay,PRY,56.540625000000006,90.91739130434782,64.46363636363637,25.3,79.98235294117646,-0.086801514,-0.018059423,0.016684934,-0.000999591,0.035977952,-0.602721274,-0.568127096,-0.428430766,-0.575048804,-0.590548575,35500.0,37000.0,37000.0,42000.0,79000.0,58.14,,68.262,55.1,80.4470588235294,260.0,1014.0,1686.0,4484.0,5420.0,0.031939447,0.05299231,0.046724774,0.004173697,0.001824836,-0.870616138,-0.893414497,-0.857943475,-1.025977373,-1.090223432,8.146153846153846,3.018181818181818,4.494736842105263,1.5528301886792453,19.458823529411767,-0.604826033,-0.576705813,-0.565058231,-0.655436873,-0.613315761,15.0,15.0,16.25,16.25,17.5,-16470.0,-16270.0,-8230.0,-8230.0,-12499.0
Peru,PER,56.38125,91.2695652173913,64.11212121212121,25.3,81.14117647058823,-0.276951969,-0.163659349,-0.357738912,-0.355285466,-0.446338385,-0.566928744,-0.520251691,-0.385730803,-0.531429529,-0.551391065,59000.0,60000.0,60000.0,60000.0,73000.0,54.68,,68.244,55.1,82.62352941176471,2506.0,2850.0,4272.0,5790.0,6543.0,0.215548977,0.265319765,0.247331381,0.175867528,0.051325444,-0.597704649,-0.509206772,-0.524174213,-0.653225958,-0.807577431,8.153846153846153,3.145454545454545,4.765789473684211,1.5584905660377355,22.72352941176471,-0.323707879,-0.125799328,-0.294040531,-0.294465482,-0.397766113,27.69230769,30.0,26.15384615,40.0,40.0,326831.0,136558.0,79456.0,68012.0,-60652.0
Philippines,PHL,56.221875,91.62173913043478,63.76060606060606,25.3,82.3,-1.096192241,-0.928045392,-0.778701365,-0.984003067,-0.712976396,-0.564711273,-0.57369107,-0.650772929,-0.666893661,-0.518337488,301000.0,182000.0,153000.0,108000.0,102000.0,51.22,,68.226,55.1,84.8,631.0,680.0,709.0,801.0,856.0,0.021107655,0.005802192,-0.106158271,-0.154584199,-0.056843475,-0.576285362,-0.605999053,-0.510496736,-0.529578149,-0.540948451,8.161538461538461,3.2727272727272725,5.036842105263158,1.5641509433962264,25.988235294117644,0.06222352,0.059996031,0.068197176,0.035662487,0.064777203,29.45205479,27.96052632,27.96052632,27.96052632,27.33118971,-15371.0,-24066.0,-41937.0,-80125.0,-69996.0
Poland,POL,56.0625,91.97391304347826,63.40909090909091,25.3,81.39166666666667,0.480340898,0.550631166,0.491565287,0.491801322,0.500283241,0.376462787,0.390535206,0.520833731,0.427254051,0.430609286,251216.66666666663,151966.66666666666,127683.33333333331,90078.33333333331,86200.0,47.76,,68.208,55.1,83.96111111111111,12495.0,12658.0,2771.0,4875.0,971129.0,0.710193098,0.671857715,0.61527282,0.579481721,0.600356281,0.62305665,0.610989213,0.618777275,0.54642576,0.506694496,8.169230769230769,3.4,5.307894736842106,1.569811320754717,29.252941176470586,0.546931207,0.512944579,0.324414283,0.254857361,0.25948903,28.04347826,28.69565217,28.69565217,28.32244009,28.26086957,-8736.0,-2974.0,-779.0,-2968.0,3366387.0
Portugal,PRT,55.903125,92.32608695652172,63.05757575757576,25.3,80.48333333333333,1.115095258,1.051632404,1.008653641,0.93725127,0.860719681,1.107582092,1.105702162,1.155114055,1.106165409,1.113929033,201433.3333333333,121933.33333333334,102366.66666666666,72156.66666666666,70400.0,44.3,,68.19,55.1,83.12222222222222,2130.0,2375.0,2405.0,2651.0,59777.0,1.17851007,1.194674611,1.255675912,1.246938586,1.253335953,0.806138754,0.745713294,0.72112143,0.742346644,0.72902143,8.176923076923076,3.6,5.578947368421053,1.5754716981132075,32.51764705882353,1.181238055,1.134291053,0.979880333,0.953686893,1.001591086,34.7826087,38.69565217,40.0,40.0,36.95652174,10177.0,43656.0,40535.0,27295.0,9999.0
Puerto Rico,PRI,55.743750000000006,92.67826086956522,62.7060606060606,25.3,79.575,0.273657262,0.142603353,0.435303301,0.487989306,0.543191195,0.556203604,0.558157504,0.604394853,0.575343668,0.533023357,151650.0,91900.0,77050.0,54235.0,54600.0,40.84,,68.172,55.1,82.28333333333333,1159.5,1288.5,1303.0,1424.0,29987.0,0.472064346,0.468620896,0.49604407,0.501065075,0.442538172,0.002151088,-0.022669774,-0.016030673,0.369727612,0.11515145,8.184615384615384,3.1666666666666665,5.8500000000000005,1.581132075471698,35.78235294117647,-0.193019331,-0.200077146,-0.297928125,-0.300675303,-0.482191682,22.2693531305,24.225874865500003,24.8780487805,22.222222222,20.700483092,-17320.0,-16013.0,-7408.0,-7408.0,16702.0
Qatar,QAT,55.584375,93.0304347826087,62.35454545454545,25.3,78.66666666666666,0.649283886,0.684275627,0.669543803,0.83326143,0.958558142,0.704719603,0.706691504,0.978387594,0.905077398,0.919315934,101866.66666666666,61866.66666666667,51733.33333333333,36313.33333333333,38800.0,37.38,,68.154,55.1,81.44444444444444,189.0,202.0,201.0,197.0,197.0,-1.20660162,-1.307425499,-1.287543774,-1.173889518,-1.04874444,0.692682803,0.817250907,0.754299998,0.77996701,0.803727508,8.192307692307692,2.7333333333333334,6.121052631578948,1.5867924528301889,39.04705882352941,0.630387604,0.707452416,0.867235363,1.076457977,1.136828542,9.756097561,9.756097561,9.756097561,4.444444444,4.444444444,11662.0,15493.0,-163999.0,-30801.0,0.0
Romania,ROU,55.425,93.38260869565218,62.0030303030303,25.3,77.75833333333333,0.036215875,0.54217118,0.508895397,0.581680298,0.48802197,0.367517263,0.415537626,0.368579715,0.381128639,0.404155731,52083.333333333314,31833.333333333343,26416.666666666657,18391.666666666657,23000.0,33.92,,68.136,55.1,80.60555555555555,4134.0,3860.0,3581.0,4200.0,105621.0,0.533273637,0.515154064,0.585220873,0.594187975,0.563367963,-0.22668846,-0.236526757,-0.098242842,-0.060926557,0.016672393,8.2,2.3,6.392105263157895,1.5924528301886791,42.311764705882354,-0.177010819,-0.215014026,-0.286919236,-0.163205832,4.70589620817918e-05,20.66869301,21.88449848,21.88449848,18.54103343,19.09090909,-57865.0,-25453.0,-12724.0,-12724.0,916813.0
Russian Federation,RUS,55.265625,93.73478260869564,61.65151515151515,25.3,76.85,-0.538375676,-0.551099122,-0.66740942,-0.707901835,-0.91899544,-0.832453251,-0.770942986,-0.805172265,-0.885359228,-1.195294023,2300.0,1800.0,1100.0,470.0,7200.0,30.46,,68.118,55.1,79.76666666666667,77382.0,42413.0,20260.0,10901.0,1277672.0,-1.070164561,-1.117509007,-1.072273493,-1.101229429,-1.261633992,-0.869118035,-0.821954846,-0.929947913,-0.920365572,-0.979387343,8.207692307692309,1.7,6.663157894736843,1.5981132075471698,45.57647058823529,-0.103585228,0.024324507,-0.110942565,-0.210496202,-0.695411026,15.77777778,15.77777778,15.77777778,16.22222222,16.22222222,336527.0,333509.0,340711.0,320617.0,942445.0
Rwanda,RWA,55.10625,94.08695652173913,61.3,25.3,75.94166666666666,0.101642534,0.056940533,0.069421276,0.071905822,0.030513978,0.109598584,0.063206613,0.077767387,0.171731099,0.146466091,4916.666666666666,2900.0,2316.666666666667,1791.6666666666667,7400.0,27.0,,68.1,55.1,78.92777777777778,145359.0,145054.0,139491.0,121896.0,120753.0,-1.141441464,-1.097546339,-1.091791034,-0.955476522,-0.930956423,0.535657406,0.521026969,0.528032601,0.573205888,0.561202586,8.215384615384616,6.8,6.93421052631579,1.6037735849056602,48.84117647058823,0.079529911,0.092924267,0.274038255,0.227907389,0.23248598,61.25,61.25,61.25,61.25,61.25,-10794.0,-11823.0,-1579.0,-6112.0,-8999.0
Samoa,WSM,54.946875000000006,94.4391304347826,61.3,25.3,75.03333333333333,1.133188844,1.163725734,1.14607358,1.106232166,1.078609109,0.912800968,1.162507057,1.009463787,0.884038448,0.945017695,7533.333333333333,4000.0,3533.333333333333,3113.333333333333,7600.0,23.54,,68.1,55.1,78.08888888888889,5.0,108869.25,104700.75,91505.25,90678.25,0.782676995,0.786163688,0.780662477,0.747469604,0.976826727,0.647211671,0.648035407,0.71219492,0.592587709,0.553921998,8.223076923076924,5.883333333333333,7.205263157894737,1.609433962264151,52.10588235294117,0.622275352,0.436201513,0.541092038,0.377184659,0.304703802,10.0,10.0,10.0,7.843137255,12.96296296,-2739.0,-2469.0,-1060.0,-882.0,-1500.0
San Marino,SMR,54.7875,94.79130434782608,61.3,25.3,74.125,1.391008735,1.225839972,1.17722559,1.172496915,1.204843044,1.536625862,1.510484815,1.61627841,1.64212966,1.749781728,10150.0,5100.0,4750.0,4435.0,7800.0,20.08,,68.1,55.1,77.25,91.0,72684.5,69910.5,61114.5,60603.5,1.123436809,1.162032008,1.120467544,1.088126302,1.227239251,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359,8.230769230769232,4.966666666666667,7.476315789473684,1.6150943396226416,55.37058823529412,1.603160143,1.579670906,1.749414086,1.749253273,1.77110064,26.66666667,25.0,33.33333333,33.33333333,33.33333333,137.0,148.0,-138.0,41.0,100.0
