Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
"Korea, Rep.",KOR,100.0,22.1829391048,92434079.0,50919600000000.0,34.32777777777778,0.705077529,14.6,82.68605042,8.17479515,64.51844262,33.2,1.33259666,12.42,98.0,98.0,98.0,96.1576,0.383000304,0.573316689,52500.0,3.445833333,83.22682927,99.53157112636363,9.219999999999999,132.9873505,5.2,0.1,110799.0,31.61123085,99.19651031,2.457,0.546021044,89.17777777777778,5.1,0.6,2.5,99.90557861,18.2,0.022857142857142857,16.66666667,16.479294,4109.15,3196.0,1.05925858,0.1,1.156710029,39.078,88.28375,28.6,96.011854,89.951707,699175.6839,33.2,3.746,0.751704931,,
Kosovo,XKX,100.0,28.832096023200002,49909689.0,33963691260000.0,34.69166666666667,-0.541139305,1.4,85.08146667666666,6.76719117,32.4345860685,32.03333333333333,-0.37010777,7.21,95.0,95.0,97.5,97.85015,2.675992026,1.422762661,16000.0,4.1284666665,79.022,99.5543802409091,10.5,148.98481485,3.0,0.33333333333333337,-33469.0,21.165898325,96.57562637,2.3606666666666665,-0.348640084,89.16666666666667,8.7,2.7500000000000004,2.55,100.71971894,9.3,0.02857142857142857,10.6410256425,16.295475,2880.7666666666664,1941.0,-0.387807816,13.35,-0.409505546,32.612,76.25333333500001,15.75,90.775774,84.071935,418336.13155,15.2,25.069,-0.116008624,,
Kuwait,KWT,100.0,35.481252941600005,7385299.0,17007782520000.0,35.05555555555556,-0.159434482,1.7,87.47688293333334,5.35958719,0.350729517,30.866666666666667,-0.017272087,2.0,92.0,92.0,97.0,99.5427,1.091848027,0.360271145,8385.0,4.8111,79.685,99.57718935545455,8.2,164.9822792,0.8,0.5666666666666668,9088.0,10.7205658,93.95474243,2.2643333333333335,0.175113589,89.15555555555555,12.3,4.9,2.6,101.53385927,0.0,0.03428571428571429,4.615384615,16.111656,1652.3833333333332,686.0,0.050189439,26.6,0.192158148,25.545,64.22291667,2.9,93.558408,88.684894,137496.5792,13.0,14.681999999999999,-0.655357838,,
Kyrgyz Republic,KGZ,99.9,42.13040986,867935.0,51873780000.0,35.419444444444444,-0.959891975,1.4,89.87229919,4.49,6.762982273,29.7,-0.731642365,4.2,95.0,95.0,96.0,64.1,1.133622577,2.19768196,770.0,18.99675367,71.6,99.59999847,5.9,136.3543926,2.3,0.8,-34270.0,46.18,97.69109344,2.168,-0.266192228,89.14444444444445,6.4,0.9,4.5,102.3479996,6.7,0.04,19.16666667,15.927836999999998,424.0,347.0,-0.392827451,39.85,-0.913639009,18.478,78.6325,7.4,83.515928,64.056602,16932.27455,29.0,4.295,-0.453596801,,
Lao PDR,LAO,98.4,39.42451271666667,979307.0,10902700000000.0,35.78333333333333,-1.076368928,4.6,87.38143539000001,2.60312223,72.05372617,32.1,-0.816826344,1.69,80.0,80.0,83.0,47.0323,3.322558813,2.7945915075,2846.6666666666665,16.16894689,68.138,99.22392517785714,3.4000000000000004,64.29411986,20.5,0.7,-10303.0,41.83228683,82.05267334,0.364,0.530268252,89.13333333333334,29.4,8.9,5.4,93.51999664,16.4,1.56,27.51677852,15.744017999999999,1141.8,506.0,-0.756039798,53.1,-0.968699157,13.859000000000002,54.11208333,5.4,75.24254,66.612194,29982.98087,24.1,5.3035,-1.8155756,,
Latvia,LVA,100.0,36.71861557333333,4976410.0,2488119020.0,36.147222222222226,0.480807155,1.5,84.89057159,6.61,54.74986742,34.5,1.065833807,5.42,99.0,99.0,99.0,86.1355,2.811409201,3.391501055,4923.333333333333,13.341140110000001,75.38780488,98.84785188571429,0.9,108.0924889,2.6,0.6,-7903.0,35.23,96.9702301,3.263,0.426793516,89.12222222222222,10.2,0.7,2.5,98.30753326,7.8,1.365,30.0,15.560198999999999,1859.6,665.0,1.182479143,7.4,0.979363859,9.24,83.71916667,20.1,87.396052,69.975224,12086.47033,38.1,6.312,0.855667293,,
Lebanon,LBN,100.0,34.01271843,3164358.0,5611920000000.0,36.51111111111111,-1.168795824,42.3,86.46490478166666,8.6936779,13.95210166,34.63333333333333,-0.809006751,2.73,83.0,80.0,82.0,84.3,3.005389494,3.14775066,7000.0,10.51333333,79.236,98.47177859357143,9.1,73.29697162,2.4,0.6666666666666666,-237572.0,30.71131897,84.85858917,2.617,-1.67229104,89.11111111111111,21.1,6.8,20.3,97.537846372,6.9,1.17,4.6875,15.37638,1868.1666666666665,1392174.0,-0.532850027,29.9,-0.852389216,23.518,51.87041667,2.8,90.889407,86.321664,34132.38906,32.2,11.301,-0.515705645,,
Lesotho,LSO,44.6,31.30682128666667,2565391.3333333335,5891547965.0,36.875,-0.123688802,6.1,88.03923797333333,11.94662285,1.137022398,34.766666666666666,-0.902621508,2.8866666666666667,87.0,87.0,90.0,42.3017,5.187083592,3.0104673787499996,141666.66666666666,11.33358333,54.173,98.09570530142858,7.46,75.55517315,108.1,0.7333333333333333,-2989.0,12.87801647,87.680921934,2.9898,-0.427999049,89.1,52.0,29.0,38.1,96.768159484,10.8,0.9750000000000001,23.33333333,15.192560999999998,1876.7333333333333,143.0,-0.607284188,52.4,-0.424627781,35.152,55.22541667,72.4,45.118613,33.975441,3846.161753,13.6,16.876,-0.011649566,,
Liberia,LBR,23.1,28.600924143333334,1966424.6666666667,5066743359.25,37.238888888888894,-0.919094324,6.3,89.613571165,8.42100334,79.39887874,34.9,-1.395070314,3.0433333333333334,70.0,70.0,68.0,23.4826,1.5124523785,2.8731840975,276333.3333333333,10.3374273425,61.104,97.71963200928572,5.82,38.85431717,34.6,0.8,-19697.0,54.42869186,90.503254698,3.3626,-0.339135408,89.08888888888889,80.6,37.3,36.9,95.998472596,35.4,0.78,12.32876712,15.008741999999998,1885.3,8225.0,-1.008153439,39.85,-1.005297542,28.52625,49.42833333,4.5,59.692436,54.74247,2142.257192,46.2,14.22075,-0.07451874,,
Libya,LBY,68.5,25.895027,1367458.0,4241938753.5,37.60277777777778,-1.575015187,24.6,91.18790435666666,7.944002226666667,0.123327688,35.03333333333333,-1.774134755,3.2,73.0,73.0,73.0,58.314350000000005,-2.162178835,2.73590081625,411000.0,9.341271355,72.463,97.34355871714286,4.18,173.5400713,2.2,0.8666666666666667,-1352.0,47.04246124,93.325587462,3.7354,-2.565771341,89.07777777777778,37.4,18.6,7.7,95.22878570799999,22.1,0.585,15.95744681,14.824922999999998,1893.8666666666666,4730.0,-2.30232048,27.3,-1.762513995,21.9005,21.4075,4.5,81.985754,70.050697,114301.1899,32.6,11.5655,-1.476601958,,
Liechtenstein,LIE,100.0,23.189129856666668,704201.0,3417134147.75,37.96666666666667,1.92107594,2.2,92.76223754833333,7.467001113333334,41.875,35.166666666666664,1.650509238,4.71,82.5,82.5,83.0,93.1461,0.08616527250000017,2.598617535,329100.0,8.3451153675,84.16097561,96.967485425,2.54,124.0787901,2.4000000000000004,0.9333333333333333,178.0,39.65623062,96.14792022600001,4.1082,1.597493172,89.06666666666666,24.35,10.15,5.1,94.45909882,6.4,0.3900000000000001,12.0,14.641103999999999,1902.4333333333334,125.0,1.529857516,14.75,1.636691809,15.274750000000001,53.170625,15.3,94.905131,92.634605,164.196559,21.6,8.91025,1.227932572,,
Lithuania,LTU,100.0,20.483232713333333,40944.0,2592329542.0,38.330555555555556,0.666612506,0.5,94.33657074,6.99,35.13254551,35.3,1.007766724,6.22,92.0,92.0,93.0,81.5819,2.33450938,3.299307181,247200.0,7.34895938,76.28292683,96.59141213285714,0.9,130.0157981,2.6,1.0,-13398.0,32.27,98.97025299,4.481,0.77052319,89.05555555555556,11.3,1.7,2.5,104.2602692,5.9,0.19500000000000006,21.27659574,14.457284999999999,1911.0,1822.0,1.146624088,2.2,0.986618876,8.649,84.93375,26.1,88.332767,70.667598,19779.96072,42.6,6.255,0.994766891,,
Luxembourg,LUX,100.0,17.777335569999998,2114417.0,4352031416.0,38.69444444444444,2.072511673,1.6,88.76686859,5.47,34.45382721,34.2,1.695631146,4.26,99.0,96.0,99.0,97.1206,1.743320757,0.645189387,165300.0,6.3528033925,82.63902439,96.2153388407143,0.9875,131.9105832,1.9,0.9,10365.0,9.62,99.023654935,3.9968,1.333174944,89.04444444444445,3.1,0.8,2.5,77.86260223,4.2,0.0,25.0,14.273465999999999,288.0,2548.0,1.685110092,0.0,1.750148296,4.775,78.33125,11.3,93.255556,87.502592,10494.95324,20.4,5.592,1.491490364,,
"Macao SAR, China",MAC,100.0,15.071438426666667,3659911.0,21797461798.0,39.05833333333334,0.665671945,15.899999999999999,79.43496704,4.285646545,27.920476685,35.63333333333333,1.125267744,3.6799999999999997,84.5,83.0,79.5,86.4679,2.751930811,0.301362535,83400.0,5.356647405,84.978,95.83926554857143,1.075,420.8530977,21.0,26.699999999999996,8578.0,21.922340925,99.07705688,3.5126,1.215290904,89.03333333333333,31.35,5.35,6.4,90.09615326,10.400000000000002,0.29,20.44701987,14.089647,480.5,1330.5,1.620742798,0.8875,0.882088602,6.43375,65.155833335,8.4,95.804602,91.149557,20664.67551,29.349999999999998,1.749,-0.325315744,,
Madagascar,MDG,31.0,12.365541283333332,544458.0,2494610000000.0,39.422222222222224,-1.052205682,30.2,83.75010426666667,3.10129309,21.38712616,37.06666666666667,-1.193292379,3.0999999999999996,70.0,70.0,60.0,11.8314,5.610514415,0.515910405,1500.0,49.0,65.882,95.46319225642857,1.1625,47.22673416,40.1,52.49999999999999,-1487.0,34.22468185,98.38749694666667,3.0284,-0.313983828,89.02222222222223,59.6,9.9,47.1,60.7599411,16.6,0.58,15.89403974,13.905828,673.0,113.0,-0.78888917,1.775,-1.013272643,8.092500000000001,51.98041667,5.5,71.357414,62.625048,30834.39778,38.3,2.252666666666667,-0.234669492,,
Malawi,MWI,11.2,9.65964414,7117.0,398846000000.0,39.78611111111111,-0.785404325,32.6,88.06524149333333,7.15010023,24.22252864,38.5,-0.798726916,2.52,95.0,95.0,92.0,14.6,9.370836056,0.7304582749999999,53125.0,25.67430556,64.119,95.08711896428572,1.25,47.17691214,30.8,78.3,-2228.0,12.19738483,97.69793701333333,2.5442,-0.286847949,89.0111111111111,79.9,49.5,16.5,76.29367065,20.4,0.87,22.91666667,13.722008999999998,1164.0,14087.0,-0.749148667,2.6624999999999996,-0.343976617,9.75125,56.64041667,5.4,65.720274,49.500583,11765.31867,34.5,2.756333333333333,-0.110343345,,
Malaysia,MYS,100.0,14.439748999999999,63623130.0,80534388107.0,40.150000000000006,0.233307585,11.1,92.38037872,3.83991051,58.32959976,33.9,0.967821717,1.94,98.0,97.0,97.0,84.1871,0.662891866,0.945006145,104750.0,4.876892949,75.76,94.71104567214286,1.3375000000000001,135.9610804,14.4,39.15,60824.0,36.0626564,97.00837708,2.06,0.146066397,89.0,14.9,6.6,3.8,93.65399933,19.6,0.0,14.41441441,13.538189999999998,1655.0,129102.0,0.547572374,3.55,0.491362244,11.41,71.05041667,5.7,86.923665,76.674146,302134.912,38.7,3.26,-0.047836483,,
Maldives,MDV,100.0,19.21985386,1221786.675,8898575130.0,40.51388888888889,-0.263243586,4.1,94.29454422,7.66,2.733333333,29.3,-0.195732102,6.36,98.0,98.0,99.0,77.4697,0.220029731,0.594638737,156375.0,11.52263579,80.116,94.33497238000001,1.425,164.1286164,2.3,0.0,6690.0,17.46,97.35337575666667,2.161,0.027608531,88.9888888888889,11.366666666666667,4.7,5.199999999999999,91.7519989,13.1,0.012222222222222223,4.597701149,13.354370999999999,1469.6,77887.0,-0.551773667,4.4375,-0.411952257,26.27,52.8975,2.7,92.402573,90.016373,2490.697111,30.2,4.562,-0.463619083,,
Mali,MLI,47.9,26.490988436666665,1802197.2374999998,528835000000.0,40.87777777777778,-0.705255508,55.1,96.20870972,3.82943797,10.89666363,30.15,-1.099251866,5.235,77.0,77.0,70.0,22.3111,-1.658266948,0.7937110970000001,208000.0,10.908108632000001,59.664,93.95889908785715,1.5125000000000002,111.4650138,66.1,0.2,-44428.0,31.07923317,97.69837443333334,2.2364,-2.214205742,88.97777777777777,7.833333333333333,2.8000000000000003,6.6,95.017772675,7.5,0.024444444444444446,9.523809524,13.170551999999999,1284.2,26672.0,-0.623046398,5.324999999999999,-0.864916384,30.802,51.92791667,4.1,61.086274,55.066832,41162.2077,54.5,3.29,-0.442345589,,
Malta,MLT,100.0,33.76212301333333,2382607.8,1465920819.0,41.24166666666667,0.21003823,6.7,87.15946198,9.15,1.4375,31.0,0.824310184,4.11,98.0,98.0,96.0,85.7786,1.642060018,0.992783457,235800.0,10.293581474,82.85853659,93.58282579571429,1.6,125.9617103,4.6,0.4,11247.0,34.13,98.04337311,2.3118,1.013528109,88.96666666666667,4.3,0.9,2.8,98.28354645,32.3,0.03666666666666667,14.92537313,12.986733,1098.8,8908.0,0.938031852,6.2124999999999995,0.921010733,8.561,74.61833333,6.1,94.049269,90.624986,2141.341401,44.0,3.616,1.080018401,,
Marshall Islands,MHL,96.8,41.03325759,21500.0,50831695.0,41.605555555555554,0.367132217,12.9,100.0,14.82552052,52.22222222,35.5,-0.166344985,3.95,79.0,82.0,85.0,64.04965,1.9710763195,1.0438559029999999,263600.0,9.679054316,64.746,93.20675250357144,1.7166666666666668,35.77177607,21.199999999999996,1.0,-1901.0,1.10943425,73.32424927,2.3872,1.175102472,88.95555555555555,22.750000000000004,3.7499999999999996,4.9,117.9664383,0.0,0.04888888888888889,6.060606061,12.802913999999998,913.4,46904.0,-0.726854742,7.1,0.458869159,42.941,20.86041667,4.6,65.359114,57.045633,204.553892,65.9,6.342,1.085237503,,
Mauritania,MRT,44.9,40.1334960337037,386621.0,20055765847.5,41.96944444444445,-0.8657974,15.8,99.31258901,3.30148649,0.308819249,32.0,-0.609396577,3.79,80.0,80.0,75.0,42.3207,2.300092621,1.094928349,291400.0,9.064527158,65.687,92.83067921142857,1.8333333333333333,107.4581053,37.8,42.4,-3018.0,44.83401108,84.387859345,2.4625999999999997,-0.562930703,88.94444444444444,41.2,6.6,7.0,66.28121948,0.0,0.061111111111111116,20.26143791,12.619094999999998,728.0,84900.0,-0.82778126,54.0,-0.60823971,44.085,48.06875,3.1,71.719537,63.515295,13997.3509,67.0,10.416,-0.800371826,,
Mauritius,MUS,100.0,39.2337344774074,1726868.0,40060700000.0,42.333333333333336,0.209806874,0.8,98.62517802,6.02485895,19.39409114,30.5,0.86232549,3.63,96.0,97.0,99.0,61.73,0.40565519,2.082884934,319200.0,8.45,74.23585366,92.45460591928571,1.95,143.9967785,5.5,32.0,-1034.0,45.6656723,95.45146942,2.538,0.801905751,88.93333333333334,24.2,8.3,6.6,97.63047791,10.3,0.07333333333333333,20.0,12.435275999999998,833.75,20.0,1.01627028,3.4,0.696283937,18.078,75.91375,9.5,86.01961,73.057055,6846.455334,22.2,6.331,0.755292833,,
Mexico,MEX,99.6,38.33397292111111,69937838.0,367052000000.0,42.69722222222222,-0.917184711,15.2,97.93776703,5.44796371,33.85881839,29.0,-0.306652963,0.97,82.0,56.0,73.0,69.6321,3.635961421,29.30879721,347000.0,8.429166667,74.202,92.07853262714286,2.0666666666666664,97.561569,3.5,21.599999999999998,-47764.0,42.28219223,96.52503204,2.474,-0.843628824,88.92222222222222,24.6,3.9,2.8,102.4726563,27.0,0.08555555555555557,48.2,12.251456999999998,939.5,28517.0,0.012595196,8.5,-0.658984363,18.299,87.50708333,5.3,83.856661,71.382328,659740.4104,55.1,3.477,0.008883099,,
"Micronesia, Fed. Sts.",FSM,80.1,37.434211364814814,35673002.0,23516711.0,43.06111111111112,0.709070802,141.4,94.514644625,11.2604599,91.98571429,27.5,0.097125784,3.385,78.0,84.0,78.0,38.0,1.923851708,0.89783935,311000.0,14.7,71.077,91.702459335,2.183333333333333,20.65039774,14.0,11.199999999999996,-1283.0,2.61459732,94.86690521,2.9005,1.034340501,88.91111111111111,25.9,4.2,2.65,87.56300354,0.0,0.09777777777777778,0.0,12.067637999999999,1045.25,14467.0,-0.902161479,6.8,0.081636302,17.6655,23.81958333,28.2,82.680314,67.444124,232.848437,60.5,2.4715,1.146963239,,
Moldova,MDA,100.0,36.53444980851852,1408166.0,6465300000.0,43.425000000000004,-0.644489229,4.0,91.09152222,6.5,11.75275726,26.0,-0.440621287,5.8,91.0,94.0,97.0,57.7605,4.837783514,3.891312115,275000.0,8.25,70.935,91.32638604285715,2.3,116.2198572,3.6,0.8,-28328.0,35.69,93.20877838,3.327,-0.387309909,88.9,27.2,4.5,2.5,102.4273834,8.4,0.11,25.74257426,11.883818999999999,1151.0,417.0,-0.047521766,5.1,-0.450450361,17.032,79.3225,14.7,83.00056,60.760954,13451.76146,38.7,1.466,-0.100616597,,
Monaco,MCO,100.0,35.63468825222222,316.0,743212650000.0,43.78888888888889,1.780709863,2.6,73.29293823,3.87725186,0.0,29.233333333333334,1.852065086,6.87,99.0,99.0,88.0,83.3397,6.069426525,5.1166455565,239000.0,12.623311675,71.3785,90.95031275071429,1.7,91.22158017,3.4000000000000004,0.9,416.0,6.65210962,95.15668487333333,3.121,1.577211499,88.88888888888889,17.0,2.25,3.8,99.56469344,9.3,0.1092,33.33333333,11.7,1482.5,22.0,1.221926212,15.499999999999998,1.510484815,17.739,77.802916665,16.299999999999997,96.517355,94.399089,35208.49447,32.2,5.3675,0.656735599,,
Mongolia,MNG,98.9,34.73492669592592,744413.0,1479960000000.0,44.15277777777778,-0.455313385,1.2,73.546282958,4.49497843,9.101825131,32.46666666666667,-0.234557524,7.94,98.0,98.0,98.0,51.08,7.301069536,6.341978998,203000.0,16.99662335,71.822,90.57423945857144,1.1,136.705791,3.2,1.0,10664.0,43.1747551,97.10459136666667,2.915,0.636659682,88.87777777777778,6.8,0.0,5.1,96.70200348,10.2,0.1084,17.33333333,12.705494999999999,1814.0,337.5,-0.002527024,25.9,-0.257835925,18.446,76.28333333,17.9,83.579089,61.65052,56965.22748,25.7,9.269,0.322758585,,
Montenegro,MNE,100.0,33.83516513962963,597380.0,805675500000.0,44.516666666666666,-0.029848279,1.2,73.79962768600001,8.33,61.48698885,35.7,0.106615715,3.81,85.0,62.0,33.0,73.4767,0.361563705,3.648500308,167000.0,6.175,76.68292683,90.19816616642858,0.9,182.5833286,1.8,1.1,-1636.0,38.56,99.05249786,2.709,0.058016822,88.86666666666666,13.5,2.8,2.5,96.34010315,8.3,0.1076,28.39506173,13.710989999999999,250.0,653.0,0.394997239,3.2,-0.006880668,17.345,67.01916667,21.0,89.042931,78.324834,3832.010535,22.2,15.128,0.024055177,,
Morocco,MAR,99.6,32.93540358333333,9380951.0,131391000000.0,44.88055555555556,-0.335644424,3.6,74.052972414,4.99129868,12.84358055,43.0,-0.251563817,0.7,99.0,99.0,99.0,84.1204,0.303386037,1.727063029,131000.0,12.566666665,74.27,89.82209287428572,11.1,127.9529984,4.6,1.2000000000000002,-91959.0,46.1103363,95.07421112,1.397,-0.345829725,88.85555555555555,42.3,21.650000000000002,4.2,94.31922913,21.1,0.1068,20.50632911,14.716485,2295.0,6642.0,-0.154595122,24.3,-0.236701235,16.157333333333334,59.01625,7.2,85.271585,77.907039,92532.30265,45.8,10.221,-0.624412835,,
Mozambique,MOZ,29.7,32.035642027037035,587364.0,112837000000.0,45.24444444444445,-0.858943164,106.9,74.306317142,7.95272589,47.00794781,50.3,-0.888383806,0.71,88.0,88.0,87.0,14.6386,2.802703079,2.295463951,95000.0,18.95833333,61.166,89.44601958214287,10.341666666666667,48.7801676,45.6,1.3,-17639.0,9.52183342,43.07117844,0.085,-0.766716242,88.84444444444445,71.1,40.5,27.0,58.01353073,30.8,0.106,41.2,15.72198,2425.5,4713.0,-0.780855536,25.7,-1.056031585,14.969666666666667,56.24041667,13.6,63.977475,50.224484,34717.30227,36.1,5.314,-0.540491521,,
Myanmar,MMR,68.3,31.135880470740737,3701663.849,3409850000000.0,45.608333333333334,-0.64523077,13.3,74.55966187,4.71,44.17588479,46.08,-1.185321569,1.04,90.0,90.0,84.0,48.1377,8.825066968,2.863864873,457000.0,16.0,66.61,89.06994629,9.583333333333332,154.4969145,12.9,1.4000000000000001,-100810.0,79.52,47.76086842272727,0.751,-1.330458999,88.83333333333333,22.2,1.9,2.9,72.74702708666666,26.8,0.1052,11.31639723,16.727475,2556.0,3947.5,-0.753546059,27.1,-1.078514218,13.782,63.76291667,2.9,74.328195,60.710682,129006.2203,31.2,0.407,-0.857177436,,
Namibia,NAM,53.3,30.236118914444443,212578.0,29584048377.0,45.97222222222223,0.327528208,8.9,78.22776985499999,8.43033981,8.150117213,41.86,0.094727769,0.79,87.0,87.0,80.0,49.8,3.722394144,13.03826526,424250.0,9.875833333,63.075,86.85058294142857,8.825,115.4093117,28.8,1.5,-8596.0,7.90873432,52.450558405454544,0.7683333333333333,0.528806627,88.82222222222222,57.6,32.1,17.6,87.48052344333334,16.7,0.10439999999999999,42.70833333,17.73297,2686.5,3182.0,-0.00030195,28.5,0.364460111,11.400500000000001,52.21416667,9.7,61.830251,46.569864,10788.72919,20.7,1.15,0.513285995,,
Nauru,NRU,100.0,29.33635735814815,50668.0,65759159.25,46.336111111111116,0.52951771,14.55,81.89587784,11.55542469,0.0,37.64,-0.003791548,0.54,96.0,96.0,95.0,74.7379,4.645539811,7.661940403999999,391500.0,10.306071124166666,63.484,84.63121959285715,8.066666666666666,82.42664029,23.3,1.6,-107.0,0.80313951,57.14024838818182,0.7856666666666667,0.792732,88.8111111111111,47.0,22.05,11.25,102.2140198,15.85,0.1036,10.52631579,18.738465,2817.0,755.0,-0.139852852,59.9,-0.134759158,9.019,53.135,9.35,65.762821,46.95829,59.162847,31.25,1.893,0.471858948,,
Nepal,NPL,89.9,28.43659580185185,1659671.0,99935814000.0,46.7,-0.69104737,20.2,85.563985825,4.45,41.59072201,33.42,-1.092552066,0.29,93.0,93.0,92.0,34.8055,5.568685478,2.285615548,358750.0,10.736308915333332,69.558,82.41185624428572,7.308333333333334,134.2096779,17.8,1.7000000000000002,-70597.0,57.91,61.82993837090909,0.803,-0.452942908,88.8,36.4,12.0,4.9,118.2105103,15.0,0.1028,32.72727273,19.74396,2947.5,19570.0,-0.735730886,91.3,-0.553631186,6.6375,54.05583333,9.0,76.558992,68.620688,44489.74544,41.8,2.636,-0.150054276,,
Netherlands,NLD,100.0,27.536834245555553,46358457.95,22943879987.0,48.58571428571429,1.867802143,4.0,89.23209381,10.14,10.94653995,29.2,1.76726532,3.02,94.0,92.0,94.0,93.2886,2.633699102,0.627762244,326000.0,11.1665467065,82.11219512,80.1924928957143,6.55,125.3335923,3.4,1.8,60266.0,10.42,66.51962835363636,3.751,0.821221173,90.0142857142857,4.6,1.4,2.5,107.64150852,20.4,0.102,31.33333333,19.74396,3078.0,94417.0,1.84916997,0.0,1.7351408,4.256,88.26583333,11.8,92.255696,89.6036,172216.6275,41.2,3.379,1.483401299,,
New Caledonia,NCL,100.0,26.637072689259256,32061031.205000002,24500419991.333332,50.471428571428575,1.9994159935,2.1,89.02620983,9.816551035,45.84901532,29.916666666666664,1.6999338865,2.785,93.0,92.0,93.0,91.57615,2.126665502,1.614537661,293250.0,11.596784497666667,80.41970732,77.97312954714286,5.791666666666666,91.10851024,2.75,2.0166666666666666,-2336.0,11.3050222,71.20931833636364,3.5705,1.118485302,91.22857142857143,9.3,2.65,5.9,97.07250674,25.15,0.1012,36.08333333,19.74396,2678.8333333333335,48063.0,1.8600936534999999,17.633333333333333,1.7894025445,27.912,86.884791665,11.4,90.817213,81.828068,127698.44989,37.900000000000006,10.881,1.510260642,,
New Zealand,NZL,100.0,25.73731113296296,17763604.46,26056959995.666668,52.35714285714286,2.131029844,0.2,88.82032584999999,9.49310207,37.46731989,30.633333333333333,1.632602453,2.55,92.0,92.0,92.0,89.8637,1.619631902,2.601313078,260500.0,12.027022288833333,82.05609756,75.75376619857144,5.033333333333333,121.2131234,2.1,2.2333333333333334,103392.0,12.1900444,75.89900831909091,3.39,1.415749431,92.44285714285714,14.0,3.9,2.5,86.50350496,29.9,0.1004,40.83333333,19.74396,2279.6666666666665,1709.0,1.871017337,35.266666666666666,1.843664289,11.62,85.50375,11.0,91.838501,87.830913,83180.27228,34.6,4.109,1.537119985,,
Nicaragua,NIC,85.7,24.837549576666664,14022085.757666668,27613500000.0,54.24285714285714,-1.032059431,65.7,88.61444187,8.56945896,29.14683397,31.35,-0.777345121,0.96,98.0,98.0,99.0,44.9164,5.376289908,7.728179373,227750.0,12.45726008,74.054,73.53440285,4.275,86.86221512,3.5,2.45,-19733.0,33.21761322,80.58869830181818,1.714,-0.992481053,93.65714285714286,35.2,10.25,17.5,75.93450318000001,17.3,0.0996,44.56521739,19.74396,1880.5,322.0,-0.714432657,52.9,-1.201523185,17.9405,51.65791667,4.4,84.281974,73.210976,18598.08645,60.6,2.3205,-1.097966552,,
Niger,NER,18.5,23.93778802037037,10280567.055333335,27541097067.0,56.128571428571426,-0.570193112,7.9,88.40855789,5.66642094,0.862177311,32.06666666666666,-0.840419888,0.29,81.0,81.0,79.0,16.6119,-2.489792651,14.7344840565,195000.0,13.91692353,62.897,71.31503950142857,3.5166666666666666,51.69473548,70.3,2.666666666666667,-15787.0,46.09529114,85.27838828454546,0.038,-1.404958606,94.87142857142857,56.4,16.6,11.9,65.3655014,21.6,0.0988,16.95906433,19.74396,1481.3333333333333,179997.0,-0.724168777,42.32,-0.558125436,24.261,57.01583333,5.3,66.459091,60.923646,42749.68305,47.2,0.532,-0.581456244,,
